id,characteristic,known_variations,number_of_users,number_variations
398,paternal or Y  haplogroup,"['Unknown', 'R1a1a', 'R-l44', 'Brother g2a1', 'G2a snp l497, z17787', 'T-z19945', 'L1b m317', 'R1b1b2a1a2d', 'R1b1a2', 'E-pf6748', 'R-m529', 'N', 'R-m417', 'R-z9', 'J-z628', 'R1b1b2a1a1', 'I1', 'Q-z780', 'This is a genotype, not a phenotype', 'R-by3483', 'R1b-z36', 'R1b1a1a2a1a2b1-l2', 'I-m223', 'R-m269', 'R1b1a2a1a2c', 'R-u152', 'R-s15510', 'R-l2', 'I1-ub4', 'K1c1b', 'R1b1a1a2a1a2b3', 'R-p311', 'R1b l21 z253 df73', 'Father n', 'I-a4637', 'R-fgc924', 'I1-z2042', 'R1b1a2a1a2b3b', 'R-z214', 'I l1498', 'I-m26', 'R-z92', 'R-z16540', 'J']",75,44
320,Ehlers-Danlos,"['Hypermobility type', 'None', 'Maybe', 'Clinically diagnosed hypermobility, meet diagnostic criteria for other types', 'Not diagnosed but have several marfan-like characteristics', 'I am a carrier of ehlers-danlos gene, but do not ""have it"", however i am very flexible', 'Carrier', 'I suspect so, but not yet diagnosed', 'Yes. it’s an umbrella term for several hybrid phenotypes', 'No', 'Classical']",75,11
337,Skin dry,"['Combination ', 'Rs17553719', '--', 'Yes', 'Oily skin', ""Used to be oily but i went on accutane so now it's quite dry"", 'Very ', 'Oily as youth, dry as adult']",75,8
362,At what altitude you live or have lived most of their lives?,"['700 ft', '395 meters', 'Near sea level', '2200 ft.', '926-1214 ft.', '5000ft', '680 meters', '500 ft to 2000 ft', '3500 ft (how is this a phenotype?)', '77m', '6035', '1000 meters', 'Less than 100m', '~300 ft', 'Above 700 ft or 250 m', '3400 ft', 'About 68 meters', '15 meters above sea level']",75,18
345,brunette,"['No', 'Caucasian ', 'Dark brown', 'Brown now silver', 'Yes']",74,5
422,Hair Length,"['Long', 'Semi long', 'Depends', 'Very short', 'Want long hair/never could grow without breakage', 'Waist length', 'Chin length', 'Shoulder length', 'Short']",74,9
372,syndactyly,"['None', 'Right hand only, between middle and ring finger', '2nd & 3rd toes', 'Both hands', 'No']",74,5
250,Squizophrenia,"['Rs1062613', 'Cc', 'No', 'Dont have a clue', 'Rs1064395', 'Please dont put up stupid questions', 'Yes']",74,7
367,Otosclerosis,"['Not diagnosed with otosclerosis', 'Diagnosed with otosclerosis', 'Caucasian', 'Yes']",73,4
126,Negative reaction to fluoroquinolone antibiotics,"['No', 'Unknown', 'Tendon issue with levaquin', 'Yes', 'No with cipro but rash with avelox', 'Yes. g6pd deficiency', 'Cdd with cipro', 'Erythromycin', 'Throw up on ciprofloxacin']",73,9
315,Pectus Excavatum (sunken chest),"['No', 'Yes, not mild, but not extreme either', 'Mild deformity after puberty, none as child.', 'Yes, haller index -severe since infancy', 'Sunken chest']",73,5
322,AB +,"['A+', 'O+', 'Ab+', 'B-', 'Unknown', 'B+', 'O-', 'A-', 'Ab-', 'No']",73,10
359,Synesthesia,"['None', 'Grapheme-color, spatial-sequence, chromesthesia (sound --> color), number form', 'Unespected sound to visual', 'Grapheme->color, size, tactile; sound->shape, tactile; ordinal linguistic personification', 'Mild', 'Spatial-sequence', 'No', 'Yes', 'Emotional impression => smell']",72,9
539,Gambling,"['No', 'Enjoy but do not find it addictive', 'Rarely, backgammon and bar games with friends', 'Casino card and slot machine games', 'Slot machines and scratch cards', ""I enjoy internet poker, but play low stakes because with nothing at stake people don't play seriously. otherwise think gambling is foolish""]",72,6
419,Physical Characteristic,"['Both', 'Early bird', 'Night owl']",72,3
276,Political Compass,"['Socialist', 'Economic left/right: 4.12, social libertarian/authoritarian: -1.03', 'Economic left/right: -5.00, social libertarian/authoritarian: -2.72 ', 'Economic left/right: -9.25, social libertarian/authoritarian: -8.21', 'Economic left/right: 8.88, social libertarian/authoritarian: -5.18', 'This is another one of your useless bugs please fix it  delete', 'Economic left/right: 0.38, social libertarian/authoritarian: -1.49', 'Thats why we are in the mess we are in hell with politics', 'Humanitarian, an activist and a people-tarian!', 'Economic left/right: -2.25, social libertarian/authoritarian: -1.9', 'Economic left/right: -9.38 , social libertarian/authoritarian: -6.77', 'Economic left/right: -12.38  social libertarian/authoritarian: -5.08', 'Populist', 'Economic left/right: 2.5, social libertarian/authoritarian: -0.92', 'Apolitical', 'Conservative', 'Left/right: -5.62, social libertarian/authoritarian: -7.59 ', 'Economic left/right: -6.63  social libertarian/authoritarian: -4.0', 'Economic left/right: -5.75  social libertarian/authoritarian: -6.56', 'Economic left/right: -11, social libertarian/authoritarian: -8.67 ', 'Economic left/right: -2.5, social libertarian/authoritarian:-4.05', 'Direct democracy', 'Economic left/right: -4.75  social libertarian/authoritarian: -4.15', 'Economic left/right: -8.0, social libertarian/authoritarian: -6.31', 'Economic left/right: -8.88  social libertarian/authoritarian: -9.49', 'Economic left/right: 6.0, social libertarian/authoritarian: 0.82', 'Economic left/right: 0.38, social libertarian/authoritarian: -.036', 'Economic left/right: -8.63  social libertarian/authoritarian: -7.69', 'Independent', 'Economic left/right: -6.0, social libertarian/authoritarian: -6.77', 'Economic left/right: -4.0, social libertarian/authoritarian: -4.82', 'Economic left/right: 0.5, social libertarian/authoritarian: -1.18']",72,32
377,autism,"['No', ""Asperger's syndrome"", 'Diagnosed as pdd-nos & then asd', 'Borderline', 'No but have genetic markers and an autistic son.', 'Spectrum', 'Rs1858830(c;g)']",72,7
482,music ear,"['Medium', 'Excellent', 'No', 'Very discriminating as to pitch', 'Very good']",70,5
519,Scottish Ancestry,"['Great-grandfather', 'Italian', 'Several lines,especially from isle of tyree', 'Great grandfather from paisley scotland', 'Scottish parent', 'None', 'Heavy scottish ancestry', 'Some', 'Unknown', 'I  have irish ancestry', 'Yes! i1 haplogroup', 'Several lines maternal and paternal', 'I  have irish and scottish ancestry', 'Paternal', 'Yes', 'Maternal grandfather']",70,16
417,Axiiety (following cannabis consumption),"['Rarely', 'Sometimes ', 'Usually', 'Never used cannabis', 'None', 'It depends on the type of cannabis.']",69,6
329,Have You Been Diagnosed With Brown's Syndrome (Tendon Sheath Syndrome)?,"['No', 'Yes']",68,2
495,Rain,"['Soothing', 'Fatigue', 'Depressing', 'Tired and achy', 'No']",67,5
571,Can you bend your fifth finger (pinky) without bending your fourth finger (ring)?,"['No on both hands', 'Yes on left hand, no on right hand', 'Yes on both hands', 'Yes on right hand, no on left']",67,4
357,Pressure Sensitivity of the Ear,"['High', 'Medium', 'Yes', 'No']",67,4
176,Atypical Sulfonomide Antibiotic Reaction,"['No', 'Feeling of extreme pressure in neck and back of head', 'Sulfonomide sensitivity', 'Never taken antibiotics-unknown reaction', 'Bloody blisters in throat and severe stomach pain', 'Rash', 'Asthmatic reaction', 'Dont know', 'Hives', 'Yes', 'Yes, get itchy, no hives']",66,11
493,shoe size (US MEN),"['11.5', '10', '12 w', '9 1/2 w', 'Size 14', '13', '5', '12 1/2 m', 'N/a, i am female', '10 1/2 w', '8', '9 1/2', '9', '11', '12', '12.5', '8.5 w', '11.5 2', '5.5', '7', '10.5 w', '6.5']",66,22
505,Frequency of colds/flu,"['Due asthma/allergy, i have cold-like symptoms really often; really colds are really rare', 'Very frequent', 'Extremely rare colds; never flu', 'Good immune system', 'Once a year', 'Twice a year', 'Never colds or flu', 'One cold a year']",66,8
190,Ectopia Lentis,"['N/a', 'No', 'Possibly, never diagnosed']",65,3
512,water taste,"['Yes!', 'No']",64,2
551,Allergy to Egg Whites,"['No', 'Severe', 'Mild reaction at young age', 'Moderate']",64,4
465,Dental decay,"['Yes, high rate caries', 'No fillings as a child - fillings from age 30 onwards', 'Early and chronic dental issues including broken teeth. receding gums that bleed, and a bony growth in my lower jaw. ', 'None', 'No cavities since childhood (baby teeth)', 'Many cavities as a child, few in adulthood', 'A few cavities in childhood and early adulthood', 'Many cavities as a child, none in adulthood', 'Some cavities as a child, few in adulthood', 'Moderate with baby teeth, low as adult up to age 50, then rapid', 'None as a child to young adulthood, caries present now', 'Few cavities in childhood, many in adulthood']",64,12
158,Are You The Advertising Phenotype?,"['No', 'Yes', 'Wtf', 'Unknown']",64,4
570,Diagnosed Vitamin D deficiency,"['Yes - below 25 nmol/l', 'Yes - insufficient 25–74 nmol/l (10–29.6 ng/ml) ', 'Yes', 'No', 'Yes 13', 'Yes - 20 nmol/l']",63,6
316,Toe Thumbs,"['Thumbs', 'None', 'Normal thumbs', 'One toe thumb, one normal thumb']",62,4
446,Aphantasia,"['No', 'Yes', 'Aphantasia', 'I can visualize, no aphantasia']",62,4
517,Critical thinking,"['Yep!', 'Yes under normal conditions, somewhat under pressure', 'Nope!', 'Critical thinking is an act of defiance']",62,4
418,Physical,"['Night owl', 'Night owl,early bird', 'Early bird', 'Perpetually exhausted pigeon ']",62,4
301,Mole (Nevus) type,"['Mole fried egg appearance', 'Many sizes of moles', 'Cherry (angioma) only, no nevus proper', 'Small flat only', 'Unknown', 'Compound, junctional', 'Halo nevus']",62,7
381,Grey hair very late ,"['I get few of them , older than other people', 'Yes', 'No', 'Premature grey started at 14', 'Premature greying', 'None yet', '58 almost no gray']",62,7
294,Laterality,"['All left sided (foot, hand, ear, eye)', 'All right sided', 'Right foot, left eye, both hands', 'Ambydextious, right eye, ear, foot', 'Right hand, right foot, left eye, left ear', 'Right hand, right eye, left leg', 'My whole left side is my problem side from foot to toe', 'Ambidexterous hands and eyes', 'Ambidexterity with right hand preference, right kicking leg, left dominant eye']",60,9
496,Latino Ancestry,"['None', 'Latino ancestry', 'Puerto rican latino (iberian, italian, british & irish, ashkenazi jewish, african, middle eastern and native american ancestry)', 'No']",60,4
545,Easily irritated or frustrated,"['Easily irritated or frustrated', ""I think i'm normal"", 'Very', 'Placid as a sloth']",60,4
483,eczema,"['Moderate all seasons', 'No', 'Winter eczema on hands', 'N/a', 'Mild', 'Winter eczema on hands and thighs', 'Constant eczema on upper back', 'Yes', 'As a child/young adult']",59,9
432,Plantar fasciitis,"['No', 'Mild / occasional']",58,2
350,Clotting disorder,"['Viii', 'None', 'Factor v and xi ', ' thrombocytosis & dvt, pvd', 'Dont know i am on thinners', 'Factor v', ""Von willibrand's""]",58,7
434,Black hair and Green Eyes,"['No', 'Yes', 'Yes with very fair skin', 'Sherylclyde@gmail.com', 'Black hair and brown eyes']",58,5
501,Scoliosis,"['None', 'Scoliosis', 'Slight', 'No, but sibling does', 'No']",58,5
374,Hair and eye color Brown,"['Caucasian', 'Banana', 'Yes. both.', 'Black hair brown eyes ', 'No', 'Light brown', 'Red hair  brown eyes', 'Hispanic', 'Only dark brown hair', 'Dark brown hair/brown eyes', 'Yes']",57,11
577,ADHD? Subtype?,"['Yes, predominantly inattentive type', 'None', 'Yes, inattentive or combined', 'Combined, diagnosed in adulthood', 'Yes, primarily hyperactive']",57,5
548,Fibromyalgia,"['No', 'Yes', 'Yes, diagnosed 4 years after symptoms began, mthfr a1298c heterozygous', ' yes diagnosed a1298c aka rs1801131(c;c)', 'Axonal neuropathy, initially diagnosed as fibro', 'Maybe', 'Suspected']",57,7
334,Pheochromocytoma,"['No', ""Dx'd at 40 with pheo."", 'Have no ideal']",57,3
511,"Third molars ""wishdom teeth""","['All extracted', 'I am missing all four of them', 'Have all', 'I only have one', ""I don't have any,"", 'I developed all four but two were pulled - the top came in side ways because i never developed canine teeth.', 'Only developed top wisdom teeth; bottom never developed', 'Have two of them', '3']",56,9
416,Diseases,"['None', 'Caucasian', 'No', 'Raynaud disease', 'Sle-lupus', 'Hashimoto', 'Congenital spinal stenosis ', ""Crohn's disease (ibd)""]",55,8
492,Craves sugar,"['Sugar craving', 'None', 'Dislike sugar']",55,3
336,african-northern european,"['Northern european', 'Afro-germanic', 'Northern european with a small percentage african ', 'None', 'Yes, both', 'Northern european with 16.7% african', 'African very small percentage northern european', 'Northern european with 0,2% african', 'This is a genotype, not a phenotype']",55,9
164,Colon cancer ONLY FOR (rs3219489 GG)!,"['No, cc', ""Don't know"", 'Cg', 'Did colonoscopy once or more to colon, but found nothing so far', 'Cg - multiple colonoscopies (8) - nothing so far', 'Multiple colonoscopies. one pre-cancerous polyp so far.', 'Diagnosed by medical exams with condition', 'Yes, cc', 'No']",54,9
520,Welsh Ancestry,"['Italian, spanish, sicilian, baltic, middle eastern ', 'Probably maternal  line of roberts', 'My bloodline is mostly from the uk', 'None', 'None known', 'Rumored, a couple of hundred years back', 'Yes', ""200yrs ago on my father's mother's side"", 'Centuries ago', 'My mother, grandparents and great grandparents came from wales. most originated in west country, england']",54,10
555,OCD - Obsessive-Compulsive Disorder,"['Yes- medically diagnosed', 'No', 'Yes', 'Ocd tendencies']",54,4
343,Response to Methotrexate,"[""I don't know"", ""Hepatotoxicity (don't kill my liver) dhfr gene mutation! "", 'Great response, random heptatoxicity', 'Что это такое?']",54,4
543,Bipolar disorder,"[""Don't have it"", 'Bipolar ii', 'Type i', 'Bipolar affective disorder', 'No', 'Bipolar i', 'Schizoaffective bipolar sybtype']",54,7
514,PICA - eating non food stuff,"['No', 'Yes, was excessive in childhood', 'Yes, as a kid i ate paper and soap bubbles.', 'Yes, skin, erasers', 'I get pica in pregnancy']",54,5
388,Dupuytren's disease,"['No', 'Not officially diagnosed but told contractures of fingers ', 'Yes, left hand, very minor right hand', 'Yes, no, hand left, hand right, both hands, penis, foot', 'Yes, bilaterally', 'Mild in right/dominant hand only']",53,6
437,Misophonia,"['Yes self-diagnosed', 'No', 'Only certain sounds - like people eating', 'Yes']",53,4
538,Caffeine dependence,"['Non-coffee drinker until mid-30s, steady since, need the first cup in the morning. headaches and fog without coffee now.', 'No', 'Yes', 'Don´t know', 'Caffeine does nothing for me but i like coffee']",53,5
405,Dermatographia,"['Yes, lasting hours', 'None', 'Yes briefly after hot bath or during allergy season', 'Yes', 'Sometimes', 'It’s skin writing. it depends on depth', 'I turn red but do not get welts', 'Only when stressed or overly warm']",53,8
201,Hand span,"['R19.2 l18.8', 'R23.2 l22.9', 'R19.0  l19.0', 'Small hands about 7.5"" both sides', 'R21.l22', 'R24.1 l24.2', 'R22.3 l21.5', 'R23.7 l24.0', 'R 7 1/2 in  l 7 3/4 in', '6.5"" both sides', 'R 9 3/4 in | l 9 7/8 in', 'Dont know but i wear a size 16 ring', 'R6.3"" l6.3""', 'R21.5 l23', 'R24cm l24cm', 'R21.5 l22', 'R 8.8 in, l 9.0 in', '7.75"" both sides', 'R22.8 l22.2', 'R24.5|l24.5', 'L 9"" r 9""', 'R22.0 l22.3', 'Unknown', 'R21.6 l22.2', 'R09.0"" l09.0""', 'R 22 l 22', 'R23.7 / 24.0']",52,27
556,Blood Type: O negative,"['O negative', 'B+', 'Ashkenazi 6.53%', 'A negative', 'O positive', 'Yes', 'Dont know', 'A+', 'No', 'Ab-', 'Caucasian']",51,11
522,Anorexia nervosa or ednos,"[""Don't have this issue"", 'Yes', 'No']",50,3
427,Retrognathia (Marfan Syndrome),"['No', 'Slight', 'Do not express symptoms to knowledge', 'Yes']",50,4
292,Keratoconus Disease,"['True', 'No', 'No, but present in family', 'Dont have a clue', ""Didn't understand the question""]",50,5
380,Allergic to Lexapro (Escitalopram),"['No', 'Unknown', 'Yes, no', 'Allergic no, but strong side-effects', 'Yes, rash']",50,5
433,Kinsey Scale,"['Na', '1', '5', '4', '0', '6', '3', '2', '0, exclusively hetero but very tolerant of homo or bi-sexuality in others']",49,9
518,Amount of Body Hair (Male),"['Very hairy', 'Little hair', 'Little hair when i was young, lots of it past 45 years old', 'N/a, female', 'Only fine body hair', 'Fairly thick, covers my entire body', 'Medium (before taking anti-androgens and estrogen)']",49,7
584,Pain Tolerance,"['Low', 'Depends on the kind of pain', 'High', 'Very high', 'Yes-9 hours ', 'I live in pain. lots of meds. i am screaming of it... so what tolerance-i really have no idea. i guess, the pains are unbearable. ', 'Average']",49,7
507,Looking at the world around you,"['Both head and eyes', 'Head movement', 'Just eyes most times', 'Eyes']",49,4
547,Premature Gray,"['No', 'Started getting gray hairs around 40, now 50 have little gray on head but see chest hair turning gray', 'Gray', 'Started gray at 20 full gray at 45', 'Started gray at age 50', ""First graying at 27. characteristic of mother's father's line."", 'Started gray at 16', 'Yes noticed grey at 17', 'Yes at 25', 'Grey first noticed at 24', '40 years of age', 'A few grey hairs at 40, gray and dark mixed at 50, more gray than dark @ 60', 'Started graying in early 20s', 'Noticed the elvira strip at about 35', 'Few grey hairs at 33', 'Started gray at 30', 'Few greys at 40 on head, very few in stubble, none on body.']",49,17
466,Miscarriage/Spontaneous Abortion,"['Yes', 'Multiple miscarriages ', 'None', 'Male', 'N/a', 'Genetic predisposition ']",48,6
473,"Light-skinned, European Ancestry (rs14256654)","['Yes ', 'Yes, but multi-racial, rs1426654(a;a)', 'Rs1426654 a/a', 'Rs1426654 aa ; west eurasian indicator', 'This is a genotype, not a phenotype', 'Caucasian']",48,6
593,Hazel Eyes,"['Blue', 'Hazel', 'Green', 'Brown', 'No']",48,5
565,Post traumatic Stress Disorder or PTSD?,"['No', 'Yes, diagnosed', 'Yes', 'Ptsd', 'Cptsd']",47,5
411,"Palpitations Unrelated To Food, Alcohol, Drugs or Exercise","['No', 'Yes', 'Sometimes', 'Rarely']",46,4
521,Polycystic ovary syndrome  (pcos),"['No', 'Yes-dr. diagnosed ', 'N/a', 'Not me but daughter diagnosed with pcos']",46,4
575,Anemic?,"['No', 'Iron-deficiency anemia', 'I do not suffer from anemia', 'Anemic due to arthritis', 'Anemic while pregnant otherwise okay', 'I used to be anemic']",46,6
373,"White skin, black straight  hair, B+","['Black hair, caucasian', 'Blond hair, caucasian', 'Brown hair, caucasian', 'No', 'Yes to skin and hair. unsure of blood type.', 'Blonde hair, asian']",45,6
429,Thumb Sign (Marfan Syndrome),"['Yes, more with left hand exceeds ulna,, harder to do with right (more musculature)', 'No', 'Yes, forward', 'My thumb can touch the wrist bending both forward & backward. diagnosed ehlers-danlos hypermobility with classical crossover', ""Don't understnad the question"", ""Used to be able to easily (both hands forward) up until about mid 30's, now i have too much wrist pain "", 'Yes, bilaterally']",45,7
332,Hereditary breast and ovarian cancer,"['Brca1 187(185)delag mutation', 'None', 'Brca1 rs4986852 a/g  known as s1040n ~ 3,5%', 'Brca1', 'Several snps worrisome for increased breast cancer risk & increased metastases. paternal grandmother had breast cancer. i have dense fibrous areas in breast that doctors monitor closely.', 'Multiple pathogenic mutations ', 'Brca2 c.4829_4830del']",45,7
559,Father or grandfather died of Prostate Cancer,"['No', ""Father and great grand father on fahter's side"", 'Grandfather died of prostate cancer', 'Dad was adopted', 'Father had prostate cancer, he is alive', 'Paternal grandfather died of it, father survived it', 'Paternal grandfather, me, and brother']",45,7
393,chronically sore neck glands,"['Yes, almost always', 'No', 'Not sore but enlarged for decades', 'In my youth, but not since moving to a warmer climate', 'Regular flares -seems to especially occur when having histamine response or during pms']",45,5
490,"Busy Bee, Multi tasker","['I do well with multi-tasking', 'Making lists and doing them', 'Not very good at multi-tasking.', 'No, can only operate in serial', 'Normal', 'No']",44,6
323,Acromegaly,"['Have not been diagnosed with acromegaly', 'Have not been diagnosed with it but was once worked-up for it ']",44,2
397,Gynecomastia (male breast tissue),"['No', 'Both, permanent ', 'N/a, female', 'Developed gynecomastia during puberty (double mastectomy age 18)']",43,4
391,Supraventricuar Tachycardia,"['Yes', 'No', 'Sinus tachycardia', 'Dont know', 'Occasionally', 'Avnrt']",43,6
385,Mirror Touch Synesthesia,"['No', 'Present', 'No, but vision/sound to touch synaesthesia (i feel a phantom touch when i see objects or hear sounds)', 'Sometimes i apologize to objects when i bump into them', 'Yes, but more like i feel the emotion being mirrored.', 'Sometimes']",42,6
583,inverted nipples,"['None', 'Sometimes', 'Yes-left only', 'Yes - both']",42,4
339,Response to Enbrel,"[""I don't know"", 'Without methotrexate, arthritic damage worsened very slowly']",42,2
308,Non Alcoholic Fatty Liver,"['Rs7946 t/t undiagnosed', 'Rs7946 t/t fatty liver diagnosed', 'Rs7946 c/t', 'Rs7946 c/c fatty liver undiagnosed', 'Mild fatty liver few years ago, unknown if still there, was a incidents', 'No', 'Fatty liver diagnosed']",42,7
457,black,"['Asked and answered', 'Black guy', 'No', 'White, north african ', 'Mostly eurasian female with a tiny bit of north african in me', 'White female', 'Latin american white ', 'Blasian']",42,8
506,How do you put your glasses down?,"['Upside-down', 'When they are empty, or upside down.', 'Folded', 'Upside-down and folded', 'Upright', 'Open with lenses down on the flat surface']",42,6
615,Skin color.,"['Caucasian', 'Yellowish hue to my fair skin, maybe slightly olive. white though. do tan overall', 'Fair-medium.  white with some ability to burn.', 'Olive skin', 'Brown', 'So white i almost look albino', 'Fair', 'Caucasian ']",41,8
455,Form of foot,"['Square', 'Flat', 'Egyptian', 'Greek', 'Roman']",41,5
513,low appetite,"['No.  always hungry.', 'Love food.', 'I feel hungry some of the time.', 'I feel hungry some of the time only after ect treatment for severe depression (prior to this i had no appetite and never felt hungry)', 'Sometimes', 'No']",41,6
408,Left Ventricular Hypertrophy,"['Mild', 'None', 'Dont know', 'Not that i know of but i do have heart palpitations regularly ', 'No, but runs in my family.', 'No']",41,6
304,eosinophilic disease,"['Disease', 'No disease', 'Have no clue']",41,3
456,Number of Neanderthal variants,"['209', '249', '271', '296', '255', '290', 'Unknown', '279', 'This is a genotype, not a phenotype', '330', '328', '264', '301', '298', '303', '269', '272', '304', '240', '238', '294']",40,21
498,Essential Tremor,"['Hand', 'No', 'Yes']",40,3
277,Rythm Test Result,"['Never tried', '68%', '56.0', '92%', '44%', '60', '64%', 'Spell rhythm correctly! ', '72%', '80%']",39,10
310,Farnsworth Munsell 100 Hue Test,"['17', '29', '91', '7', '0', '4', '45', '78', '8', '24', '19', 'Autocomplete ', '2', '36', '6', '44', ""Don't know""]",39,17
425,"Dolichocephaly: Disproportionately Long, Narrow Head &  Neanderthal rs12416000(A;G)","['No', 'Yes', ""Don't understand the question fully"", 'Dolichocephalic with occipital bun, rs12416000 ga']",39,4
653,Left-handed,"['Parents right handed', 'I am right handed', 'I am left handed']",39,3
594,No Allergies,"['Food sensitivities, chemical sensitivities, hayfever', 'No allergies', 'Rhinitis (seasonal)', 'Acari', 'Allergies to dust and pollen, but no skin-test reaction', 'Allergies to drugs but no environmental or food allergies', 'Rhinitis, dust and animal dander, no food allergies']",39,7
447,Interstitial cystitis,"['No', 'Yes ', 'No but my daughter inherited it.', 'Susceptible to urine infections as was my mother and now my 2 granddaughters but infection always present']",39,4
612,Eye Color - Heterochromia,"['No.', 'Yes', 'Central heterochromia', 'Brown-no']",39,4
460,Hemochromotosis,"['Hemochromotisis', 'None', 'None, but variant present', 'One copy of h63d - not affected']",38,4
561,EBV Epstein Barr Virus history: Infectious mononucleosis history now may be not symptomatic,"['Mono in early 20s lasted several months', 'Infectious mononucleosis in adolescence with moderate hepatitis, fever, pain, lethargy. now concerned that it may be affecting me in possible autoimmune manner', 'No', 'Mono at 19', 'Chronic ebv ', 'Mono as a preteen', 'Yes mononucleosis 7 weeks ill, with fever and no energy', 'Mono at 31! i did nothing but work and sleep for several weeks.']",38,8
395,midtarsal flexibility,"['Extreme midtarsal flexibility', 'Both feet', 'Minimal']",37,3
341,Response to Remicade,"[""I don't know"", 'Slow incremental improvement with lessened arthritic flares', 'Never heard of remicade']",37,3
412,Premature Atrial Contractions,"['Occasionally  ', 'None', 'Unknown', 'Only when i get the hell scared out of me.']",37,4
533,Diet,"['Omnivore', 'Vegan / plant-based', 'Vegetarian', 'Omnivore with marked preference for vegetable/fruit', 'Mainly pescetarisch but very rare meat too!', 'Mostly plant based but eat fish periodically.', 'Whole foods omnivore']",37,7
576,TMJ/TMD,"['Yes, daily popping and pain/discomfort', 'No', 'Tmjs (left and right) replaced simultaneously', 'Yes, popping, but doesn’t bother me.', 'Yes. tmd. maloccluded lower jaw tilts to lower right. fullness in left ear.']",37,5
430,Hindfoot Valgus (Marfan Syndrome),"['No', 'Yes', ""Don't understand the question""]",37,3
719,Gender,"['Male', 'Female ', 'Trans man', 'Female,male,other', 'Cis male', 'Dna@thealexofevil.ca', 'Cis female', 'Trans female', 'Genderqueer']",37,9
626,"wide feet, yes/no","['Yes', 'No', 'Нет']",37,3
532,Tooth sensitivity,"['Cold', 'Sweet', 'Sweet, cold', 'Super cold (ice cube)']",36,4
536,Tooth shade range,"['Translucent ', 'B (reddish yellow)', 'White yellow', 'C (gray)', 'Thats some stupid shit there', 'A2', 'A1 ', 'Don´t know']",36,8
528,Toenail or fingernail fungus,"['Yes', 'Never', 'No, i weaer shower shoes and flip flops, my idiot husband showers at gym barefoot, he has massive fungus. ']",36,3
560,Arthritis,"['Osteoarthritis', 'Arthritis of the pubis sympahsis', 'Osteoarthritis and rheumatoid arthritis', 'Osteoarthritis due to old shoulder injury', 'None', 'Osteoarthritis marked in both big toes and both thumbs, onset late 50s, early 60s. accelerated in last 5 years (from late 60s).', 'Severe spinal osteoarthritis beginning in early 20s']",36,7
371,Melasma,"['European descent', 'None', 'Cheeks and upper lip']",36,3
445,Aquagenic pruritus (episodes),"['No', 'Not sure', 'Yes', 'Aquagenic pruritus (episodes)']",36,4
435,"White skin, black hair","['Green eyes', 'No', 'White skin, brown hair with red undertones, hazel eyes', 'Chinese', 'Blue eyes, blond hair']",36,5
421,Second MBTI type,"['Unknown', 'Istp', 'Intuition', 'Varies: infj or intp', 'Enfj', 'Intp', 'Intj', 'Entj', 'Entp', 'Inpt', 'Enfp', 'Istj', 'Isfj']",34,13
409,Right Atrial Enlargement,"['Mild but left atria', 'None', 'Mild', 'No, runs in family.', 'No', ""Don't know""]",34,6
502,Lynch Syndrome,"['Not dianosed or tested', 'Unknown', 'Yes', 'Genetically yes, physically no', 'No']",34,5
698,Look like mother or father,"['More like mother', 'Both', 'More like father']",34,3
375,Dermatofibroma,"['None', '2', 'Unknown, i am not a dermatologist.']",34,3
353,Hypomagnesemia,"['No', 'Yes']",33,2
443,High platelet count,"['True', 'Occassionally', 'No', 'Yes', 'Unknown']",33,5
645,Are you a map lover?,"['Yes', 'Gps lover', 'They confuse me', 'No', 'Tarot']",33,5
643,generalized anxiety disorder,"['Nope', 'Generalized anxiety disorder', 'No']",33,3
382,Urticaria,"['None', 'Hot and cold', 'Yes', 'No idea', 'Frequent allergic urticaria', 'Allergic urticaria']",33,6
604,Severe Acne,"['No', 'Was treated for acne for years (teens), but derm diagnosed as rosacea (adult)', 'Mild hormonal acne ']",33,3
428,Malar hypoplasia in Marfan Syndrome,"['No', 'Yes', ""Don't understand the question"", 'N/a', 'I have some of the symptoms high arched palate and and underdeveloped cheek bones.']",33,5
464,Prolapsed Organ,"['Yes, uterus.', 'One of my children has recurrent rectal prolapse of childhood', 'None', 'Yes.', 'Possible', 'No']",33,6
589,Ocular migraines,"['No', 'Yes']",33,2
607,Response to Codeine,"[""No relief, intense itch, not id'd by testing"", 'Headache ', 'No relief - same with vicodin and morphine', 'No relief at all', 'Works as intended', 'Rs5030655 (-;-)', 'Relief with intense itching and hives', 'Allergic', 'Slowed or stopped breathing', 'Unknown', 'No relief after standard dose, mod relief have double dose-mild itching  ']",33,11
504,Uterine Fibroids ,"['Yes (detected during adolescence and grew to grapefruit size by 30 y.o. intramural. benign but severe bleeding during menstruation', 'Submucosal (sub-myoo-koh-zuhl) fibroids grow into the uterine cavity.', 'No', 'N/a (male)', ""No i had cancer my mom took des back in the 1950's"", 'Extra -uterine fibroid - resulted in hysterectomy in mid -50s', 'Yes, after us army hosp in frankfurk am main, perferated my uterus causing fibroids.', 'Yes, detected during intrauterine ultrasound for abnormal bleeding, heavy, painful cramping. problems started after birth of 3rd child and tubal ligation.', 'Yes', 'N/a (男性)']",33,10
